,0
86,"{'danceability': 0.605, 'energy': 0.578, 'key': 11, 'loudness': -8.23, 'mode': 1, 'speechiness': 0.0239, 'acousticness': 0.172, 'instrumentalness': 0.00313, 'liveness': 0.143, 'valence': 0.628, 'tempo': 95.956, 'type': 'audio_features', 'id': '2yI6nabiV4h55uBOijVeLq', 'uri': 'spotify:track:2yI6nabiV4h55uBOijVeLq', 'track_href': 'https://api.spotify.com/v1/tracks/2yI6nabiV4h55uBOijVeLq', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2yI6nabiV4h55uBOijVeLq', 'duration_ms': 246427, 'time_signature': 4}"
87,"{'danceability': 0.645, 'energy': 0.526, 'key': 3, 'loudness': -10.068, 'mode': 1, 'speechiness': 0.0448, 'acousticness': 0.546, 'instrumentalness': 0.716, 'liveness': 0.297, 'valence': 0.808, 'tempo': 89.754, 'type': 'audio_features', 'id': '7dWKEpQvhLoMbydgwhFDed', 'uri': 'spotify:track:7dWKEpQvhLoMbydgwhFDed', 'track_href': 'https://api.spotify.com/v1/tracks/7dWKEpQvhLoMbydgwhFDed', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7dWKEpQvhLoMbydgwhFDed', 'duration_ms': 151148, 'time_signature': 4}"
88,"{'danceability': 0.577, 'energy': 0.797, 'key': 5, 'loudness': -6.013, 'mode': 1, 'speechiness': 0.0246, 'acousticness': 0.0219, 'instrumentalness': 0.000485, 'liveness': 0.207, 'valence': 0.798, 'tempo': 105.017, 'type': 'audio_features', 'id': '1i2BT8khCCaPqIxNhACQ6g', 'uri': 'spotify:track:1i2BT8khCCaPqIxNhACQ6g', 'track_href': 'https://api.spotify.com/v1/tracks/1i2BT8khCCaPqIxNhACQ6g', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1i2BT8khCCaPqIxNhACQ6g', 'duration_ms': 226303, 'time_signature': 4}"
89,"{'danceability': 0.623, 'energy': 0.681, 'key': 7, 'loudness': -6.012, 'mode': 1, 'speechiness': 0.103, 'acousticness': 0.0337, 'instrumentalness': 0.000111, 'liveness': 0.0812, 'valence': 0.499, 'tempo': 100.171, 'type': 'audio_features', 'id': '7HjkzXqYzUiz0gkjM0Wmkk', 'uri': 'spotify:track:7HjkzXqYzUiz0gkjM0Wmkk', 'track_href': 'https://api.spotify.com/v1/tracks/7HjkzXqYzUiz0gkjM0Wmkk', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7HjkzXqYzUiz0gkjM0Wmkk', 'duration_ms': 194430, 'time_signature': 4}"
90,"{'danceability': 0.759, 'energy': 0.474, 'key': 11, 'loudness': -10.602, 'mode': 0, 'speechiness': 0.0423, 'acousticness': 0.744, 'instrumentalness': 0.00167, 'liveness': 0.362, 'valence': 0.723, 'tempo': 100.007, 'type': 'audio_features', 'id': '15rZ2QaGKjt9V6jG8o3gH7', 'uri': 'spotify:track:15rZ2QaGKjt9V6jG8o3gH7', 'track_href': 'https://api.spotify.com/v1/tracks/15rZ2QaGKjt9V6jG8o3gH7', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/15rZ2QaGKjt9V6jG8o3gH7', 'duration_ms': 168019, 'time_signature': 4}"
91,"{'danceability': 0.751, 'energy': 0.442, 'key': 0, 'loudness': -7.551, 'mode': 1, 'speechiness': 0.0313, 'acousticness': 0.0803, 'instrumentalness': 0.00141, 'liveness': 0.123, 'valence': 0.851, 'tempo': 98.071, 'type': 'audio_features', 'id': '5CqmSwn8D1DuleBV1fOiCG', 'uri': 'spotify:track:5CqmSwn8D1DuleBV1fOiCG', 'track_href': 'https://api.spotify.com/v1/tracks/5CqmSwn8D1DuleBV1fOiCG', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5CqmSwn8D1DuleBV1fOiCG', 'duration_ms': 161043, 'time_signature': 3}"
92,"{'danceability': 0.51, 'energy': 0.555, 'key': 10, 'loudness': -9.692, 'mode': 1, 'speechiness': 0.0246, 'acousticness': 0.172, 'instrumentalness': 1.18e-06, 'liveness': 0.064, 'valence': 0.636, 'tempo': 95.047, 'type': 'audio_features', 'id': '1yBJkJsxyhaPfwRnneEjc3', 'uri': 'spotify:track:1yBJkJsxyhaPfwRnneEjc3', 'track_href': 'https://api.spotify.com/v1/tracks/1yBJkJsxyhaPfwRnneEjc3', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1yBJkJsxyhaPfwRnneEjc3', 'duration_ms': 173719, 'time_signature': 4}"
93,"{'danceability': 0.415, 'energy': 0.783, 'key': 4, 'loudness': -7.724, 'mode': 1, 'speechiness': 0.0311, 'acousticness': 0.0172, 'instrumentalness': 0.287, 'liveness': 0.41, 'valence': 0.356, 'tempo': 140.017, 'type': 'audio_features', 'id': '5XPkxa1BFEEZClaDkk25P6', 'uri': 'spotify:track:5XPkxa1BFEEZClaDkk25P6', 'track_href': 'https://api.spotify.com/v1/tracks/5XPkxa1BFEEZClaDkk25P6', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5XPkxa1BFEEZClaDkk25P6', 'duration_ms': 366490, 'time_signature': 4}"
94,"{'danceability': 0.676, 'energy': 0.771, 'key': 8, 'loudness': -3.675, 'mode': 1, 'speechiness': 0.0483, 'acousticness': 0.0237, 'instrumentalness': 7e-06, 'liveness': 0.102, 'valence': 0.569, 'tempo': 99.048, 'type': 'audio_features', 'id': '3jjujdWJ72nww5eGnfs2E7', 'uri': 'spotify:track:3jjujdWJ72nww5eGnfs2E7', 'track_href': 'https://api.spotify.com/v1/tracks/3jjujdWJ72nww5eGnfs2E7', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3jjujdWJ72nww5eGnfs2E7', 'duration_ms': 207133, 'time_signature': 4}"
95,"{'danceability': 0.877, 'energy': 0.178, 'key': 3, 'loudness': -13.987, 'mode': 1, 'speechiness': 0.102, 'acousticness': 0.776, 'instrumentalness': 0.0193, 'liveness': 0.107, 'valence': 0.442, 'tempo': 74.997, 'type': 'audio_features', 'id': '42EMSKPgulAzr4RLY65Eut', 'uri': 'spotify:track:42EMSKPgulAzr4RLY65Eut', 'track_href': 'https://api.spotify.com/v1/tracks/42EMSKPgulAzr4RLY65Eut', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/42EMSKPgulAzr4RLY65Eut', 'duration_ms': 212460, 'time_signature': 4}"
96,"{'danceability': 0.784, 'energy': 0.554, 'key': 7, 'loudness': -6.417, 'mode': 1, 'speechiness': 0.03, 'acousticness': 0.00548, 'instrumentalness': 0.254, 'liveness': 0.0995, 'valence': 0.634, 'tempo': 104.01, 'type': 'audio_features', 'id': '4riDfclV7kPDT9D58FpmHd', 'uri': 'spotify:track:4riDfclV7kPDT9D58FpmHd', 'track_href': 'https://api.spotify.com/v1/tracks/4riDfclV7kPDT9D58FpmHd', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4riDfclV7kPDT9D58FpmHd', 'duration_ms': 118393, 'time_signature': 4}"
97,"{'danceability': 0.527, 'energy': 0.834, 'key': 1, 'loudness': -5.531, 'mode': 1, 'speechiness': 0.0447, 'acousticness': 0.00107, 'instrumentalness': 0.000102, 'liveness': 0.0993, 'valence': 0.422, 'tempo': 110.065, 'type': 'audio_features', 'id': '6otiaV2fagE3s8IvP6WkwG', 'uri': 'spotify:track:6otiaV2fagE3s8IvP6WkwG', 'track_href': 'https://api.spotify.com/v1/tracks/6otiaV2fagE3s8IvP6WkwG', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6otiaV2fagE3s8IvP6WkwG', 'duration_ms': 198333, 'time_signature': 4}"
98,"{'danceability': 0.362, 'energy': 0.871, 'key': 2, 'loudness': -6.546, 'mode': 1, 'speechiness': 0.0502, 'acousticness': 0.0365, 'instrumentalness': 0.000256, 'liveness': 0.114, 'valence': 0.526, 'tempo': 151.722, 'type': 'audio_features', 'id': '7KwJrAQMoJyUEBes3evMLv', 'uri': 'spotify:track:7KwJrAQMoJyUEBes3evMLv', 'track_href': 'https://api.spotify.com/v1/tracks/7KwJrAQMoJyUEBes3evMLv', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7KwJrAQMoJyUEBes3evMLv', 'duration_ms': 134080, 'time_signature': 4}"
