,0
88,"{'danceability': 0.403, 'energy': 0.389, 'key': 4, 'loudness': -9.798, 'mode': 1, 'speechiness': 0.0376, 'acousticness': 0.149, 'instrumentalness': 0.109, 'liveness': 0.106, 'valence': 0.169, 'tempo': 138.036, 'type': 'audio_features', 'id': '3Yp9EQ8G9S2AlSew3R7p6I', 'uri': 'spotify:track:3Yp9EQ8G9S2AlSew3R7p6I', 'track_href': 'https://api.spotify.com/v1/tracks/3Yp9EQ8G9S2AlSew3R7p6I', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3Yp9EQ8G9S2AlSew3R7p6I', 'duration_ms': 439000, 'time_signature': 4}"
89,"{'danceability': 0.474, 'energy': 0.73, 'key': 1, 'loudness': -9.061, 'mode': 0, 'speechiness': 0.317, 'acousticness': 0.188, 'instrumentalness': 0, 'liveness': 0.106, 'valence': 0.26, 'tempo': 100.079, 'type': 'audio_features', 'id': '5D8Uht0XrBMINxQ5v1xCJP', 'uri': 'spotify:track:5D8Uht0XrBMINxQ5v1xCJP', 'track_href': 'https://api.spotify.com/v1/tracks/5D8Uht0XrBMINxQ5v1xCJP', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5D8Uht0XrBMINxQ5v1xCJP', 'duration_ms': 193213, 'time_signature': 4}"
90,"{'danceability': 0.665, 'energy': 0.542, 'key': 11, 'loudness': -8.323, 'mode': 0, 'speechiness': 0.033, 'acousticness': 0.123, 'instrumentalness': 0.00291, 'liveness': 0.342, 'valence': 0.587, 'tempo': 97.975, 'type': 'audio_features', 'id': '2LGdO5MtFdyphi2EihANZG', 'uri': 'spotify:track:2LGdO5MtFdyphi2EihANZG', 'track_href': 'https://api.spotify.com/v1/tracks/2LGdO5MtFdyphi2EihANZG', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2LGdO5MtFdyphi2EihANZG', 'duration_ms': 257563, 'time_signature': 4}"
91,"{'danceability': 0.522, 'energy': 0.68, 'key': 7, 'loudness': -5.648, 'mode': 1, 'speechiness': 0.0275, 'acousticness': 0.438, 'instrumentalness': 1.35e-05, 'liveness': 0.0798, 'valence': 0.319, 'tempo': 90.022, 'type': 'audio_features', 'id': '3ovN6aYZXLLYnIQt6cxLh7', 'uri': 'spotify:track:3ovN6aYZXLLYnIQt6cxLh7', 'track_href': 'https://api.spotify.com/v1/tracks/3ovN6aYZXLLYnIQt6cxLh7', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3ovN6aYZXLLYnIQt6cxLh7', 'duration_ms': 263953, 'time_signature': 4}"
92,"{'danceability': 0.519, 'energy': 0.867, 'key': 0, 'loudness': -3.608, 'mode': 1, 'speechiness': 0.0402, 'acousticness': 0.00902, 'instrumentalness': 0, 'liveness': 0.268, 'valence': 0.627, 'tempo': 120.872, 'type': 'audio_features', 'id': '17nksLfbDSMVRtgCn1Qlly', 'uri': 'spotify:track:17nksLfbDSMVRtgCn1Qlly', 'track_href': 'https://api.spotify.com/v1/tracks/17nksLfbDSMVRtgCn1Qlly', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/17nksLfbDSMVRtgCn1Qlly', 'duration_ms': 203360, 'time_signature': 4}"
93,"{'danceability': 0.661, 'energy': 0.942, 'key': 11, 'loudness': -3.632, 'mode': 0, 'speechiness': 0.0949, 'acousticness': 0.382, 'instrumentalness': 0.00902, 'liveness': 0.0938, 'valence': 0.552, 'tempo': 104.012, 'type': 'audio_features', 'id': '4vBIr27NcRFBNpyIxLHZuB', 'uri': 'spotify:track:4vBIr27NcRFBNpyIxLHZuB', 'track_href': 'https://api.spotify.com/v1/tracks/4vBIr27NcRFBNpyIxLHZuB', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4vBIr27NcRFBNpyIxLHZuB', 'duration_ms': 208280, 'time_signature': 4}"
94,"{'danceability': 0.694, 'energy': 0.872, 'key': 4, 'loudness': -6.169, 'mode': 1, 'speechiness': 0.0301, 'acousticness': 0.289, 'instrumentalness': 0.109, 'liveness': 0.0762, 'valence': 0.914, 'tempo': 140.011, 'type': 'audio_features', 'id': '7wQkQcztYzP1Go9Gh29Vop', 'uri': 'spotify:track:7wQkQcztYzP1Go9Gh29Vop', 'track_href': 'https://api.spotify.com/v1/tracks/7wQkQcztYzP1Go9Gh29Vop', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7wQkQcztYzP1Go9Gh29Vop', 'duration_ms': 201250, 'time_signature': 4}"
95,"{'danceability': 0.679, 'energy': 0.63, 'key': 2, 'loudness': -6.83, 'mode': 1, 'speechiness': 0.158, 'acousticness': 0.758, 'instrumentalness': 7.06e-05, 'liveness': 0.111, 'valence': 0.558, 'tempo': 123.082, 'type': 'audio_features', 'id': '0HsGh7cboYz6cVMIyFrQ8j', 'uri': 'spotify:track:0HsGh7cboYz6cVMIyFrQ8j', 'track_href': 'https://api.spotify.com/v1/tracks/0HsGh7cboYz6cVMIyFrQ8j', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0HsGh7cboYz6cVMIyFrQ8j', 'duration_ms': 188280, 'time_signature': 4}"
96,"{'danceability': 0.597, 'energy': 0.771, 'key': 5, 'loudness': -10.717, 'mode': 1, 'speechiness': 0.0394, 'acousticness': 0.0111, 'instrumentalness': 4.68e-06, 'liveness': 0.0987, 'valence': 0.811, 'tempo': 104.008, 'type': 'audio_features', 'id': '3q6KBsRwxFxXo6RWDUqK4C', 'uri': 'spotify:track:3q6KBsRwxFxXo6RWDUqK4C', 'track_href': 'https://api.spotify.com/v1/tracks/3q6KBsRwxFxXo6RWDUqK4C', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3q6KBsRwxFxXo6RWDUqK4C', 'duration_ms': 186681, 'time_signature': 4}"
97,"{'danceability': 0.551, 'energy': 0.741, 'key': 8, 'loudness': -4.245, 'mode': 1, 'speechiness': 0.029, 'acousticness': 0.00648, 'instrumentalness': 0.00603, 'liveness': 0.0707, 'valence': 0.399, 'tempo': 79.984, 'type': 'audio_features', 'id': '384TqRlwlMfeUAODhXfF3O', 'uri': 'spotify:track:384TqRlwlMfeUAODhXfF3O', 'track_href': 'https://api.spotify.com/v1/tracks/384TqRlwlMfeUAODhXfF3O', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/384TqRlwlMfeUAODhXfF3O', 'duration_ms': 211720, 'time_signature': 4}"
98,"{'danceability': 0.538, 'energy': 0.816, 'key': 9, 'loudness': -6.722, 'mode': 1, 'speechiness': 0.0787, 'acousticness': 0.00014, 'instrumentalness': 4.38e-06, 'liveness': 0.374, 'valence': 0.407, 'tempo': 129.968, 'type': 'audio_features', 'id': '2RSVYvx9kGLbyyJ4bmRMbc', 'uri': 'spotify:track:2RSVYvx9kGLbyyJ4bmRMbc', 'track_href': 'https://api.spotify.com/v1/tracks/2RSVYvx9kGLbyyJ4bmRMbc', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2RSVYvx9kGLbyyJ4bmRMbc', 'duration_ms': 239707, 'time_signature': 4}"
