,0
87,"{'danceability': 0.462, 'energy': 0.727, 'key': 11, 'loudness': -3.456, 'mode': 1, 'speechiness': 0.0429, 'acousticness': 0.244, 'instrumentalness': 0.000471, 'liveness': 0.0603, 'valence': 0.725, 'tempo': 106.238, 'type': 'audio_features', 'id': '56U1t1lYUbTxpTCCYjZAXt', 'uri': 'spotify:track:56U1t1lYUbTxpTCCYjZAXt', 'track_href': 'https://api.spotify.com/v1/tracks/56U1t1lYUbTxpTCCYjZAXt', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/56U1t1lYUbTxpTCCYjZAXt', 'duration_ms': 175800, 'time_signature': 4}"
88,"{'danceability': 0.572, 'energy': 0.974, 'key': 2, 'loudness': -3.967, 'mode': 0, 'speechiness': 0.0516, 'acousticness': 0.00308, 'instrumentalness': 0.00602, 'liveness': 0.116, 'valence': 0.498, 'tempo': 156.011, 'type': 'audio_features', 'id': '37VLtrHjHXc4zFtcy0lhGo', 'uri': 'spotify:track:37VLtrHjHXc4zFtcy0lhGo', 'track_href': 'https://api.spotify.com/v1/tracks/37VLtrHjHXc4zFtcy0lhGo', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/37VLtrHjHXc4zFtcy0lhGo', 'duration_ms': 245000, 'time_signature': 4}"
89,"{'danceability': 0.57, 'energy': 0.75, 'key': 10, 'loudness': -7.193, 'mode': 0, 'speechiness': 0.0383, 'acousticness': 0.0177, 'instrumentalness': 0.00247, 'liveness': 0.197, 'valence': 0.578, 'tempo': 140.063, 'type': 'audio_features', 'id': '6KKHXbJtnJPjla3V49YPac', 'uri': 'spotify:track:6KKHXbJtnJPjla3V49YPac', 'track_href': 'https://api.spotify.com/v1/tracks/6KKHXbJtnJPjla3V49YPac', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6KKHXbJtnJPjla3V49YPac', 'duration_ms': 212701, 'time_signature': 4}"
90,"{'danceability': 0.467, 'energy': 0.53, 'key': 2, 'loudness': -8.778, 'mode': 1, 'speechiness': 0.0643, 'acousticness': 0.637, 'instrumentalness': 0.000784, 'liveness': 0.128, 'valence': 0.184, 'tempo': 149.952, 'type': 'audio_features', 'id': '3SB7kIGr58HFNTHMoOnHK6', 'uri': 'spotify:track:3SB7kIGr58HFNTHMoOnHK6', 'track_href': 'https://api.spotify.com/v1/tracks/3SB7kIGr58HFNTHMoOnHK6', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3SB7kIGr58HFNTHMoOnHK6', 'duration_ms': 274000, 'time_signature': 4}"
91,"{'danceability': 0.931, 'energy': 0.387, 'key': 1, 'loudness': -9.127, 'mode': 1, 'speechiness': 0.412, 'acousticness': 0.088, 'instrumentalness': 0, 'liveness': 0.136, 'valence': 0.376, 'tempo': 125.978, 'type': 'audio_features', 'id': '4QIyEq7TcTdAcxjI2AFlAK', 'uri': 'spotify:track:4QIyEq7TcTdAcxjI2AFlAK', 'track_href': 'https://api.spotify.com/v1/tracks/4QIyEq7TcTdAcxjI2AFlAK', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4QIyEq7TcTdAcxjI2AFlAK', 'duration_ms': 179405, 'time_signature': 4}"
92,"{'danceability': 0.588, 'energy': 0.952, 'key': 7, 'loudness': -3.885, 'mode': 1, 'speechiness': 0.0373, 'acousticness': 0.00144, 'instrumentalness': 0.000706, 'liveness': 0.283, 'valence': 0.524, 'tempo': 135.981, 'type': 'audio_features', 'id': '2gSjOPTCqZEjM18Zv0W94w', 'uri': 'spotify:track:2gSjOPTCqZEjM18Zv0W94w', 'track_href': 'https://api.spotify.com/v1/tracks/2gSjOPTCqZEjM18Zv0W94w', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2gSjOPTCqZEjM18Zv0W94w', 'duration_ms': 227051, 'time_signature': 4}"
93,"{'danceability': 0.864, 'energy': 0.655, 'key': 11, 'loudness': -9.438, 'mode': 1, 'speechiness': 0.0475, 'acousticness': 0.3, 'instrumentalness': 0.0285, 'liveness': 0.136, 'valence': 0.271, 'tempo': 113.033, 'type': 'audio_features', 'id': '3xQgFxJfb3rfHIoBWd9M2u', 'uri': 'spotify:track:3xQgFxJfb3rfHIoBWd9M2u', 'track_href': 'https://api.spotify.com/v1/tracks/3xQgFxJfb3rfHIoBWd9M2u', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3xQgFxJfb3rfHIoBWd9M2u', 'duration_ms': 230037, 'time_signature': 4}"
94,"{'danceability': 0.549, 'energy': 0.318, 'key': 4, 'loudness': -12.402, 'mode': 1, 'speechiness': 0.0619, 'acousticness': 0.853, 'instrumentalness': 0.00429, 'liveness': 0.105, 'valence': 0.414, 'tempo': 180.046, 'type': 'audio_features', 'id': '0y6kNbj1V0Yzj4yj997F65', 'uri': 'spotify:track:0y6kNbj1V0Yzj4yj997F65', 'track_href': 'https://api.spotify.com/v1/tracks/0y6kNbj1V0Yzj4yj997F65', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0y6kNbj1V0Yzj4yj997F65', 'duration_ms': 170467, 'time_signature': 3}"
95,"{'danceability': 0.555, 'energy': 0.933, 'key': 11, 'loudness': -6.287, 'mode': 0, 'speechiness': 0.118, 'acousticness': 0.437, 'instrumentalness': 0.307, 'liveness': 0.267, 'valence': 0.616, 'tempo': 97.878, 'type': 'audio_features', 'id': '1wkwQW4Q014vkwRpFocJng', 'uri': 'spotify:track:1wkwQW4Q014vkwRpFocJng', 'track_href': 'https://api.spotify.com/v1/tracks/1wkwQW4Q014vkwRpFocJng', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1wkwQW4Q014vkwRpFocJng', 'duration_ms': 184827, 'time_signature': 4}"
96,"{'danceability': 0.899, 'energy': 0.509, 'key': 9, 'loudness': -8.04, 'mode': 1, 'speechiness': 0.387, 'acousticness': 0.00157, 'instrumentalness': 0, 'liveness': 0.0573, 'valence': 0.599, 'tempo': 150.001, 'type': 'audio_features', 'id': '00ko9WaS4jOX1kEk3gvHjf', 'uri': 'spotify:track:00ko9WaS4jOX1kEk3gvHjf', 'track_href': 'https://api.spotify.com/v1/tracks/00ko9WaS4jOX1kEk3gvHjf', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/00ko9WaS4jOX1kEk3gvHjf', 'duration_ms': 225924, 'time_signature': 4}"
97,"{'danceability': 0.404, 'energy': 0.605, 'key': 5, 'loudness': -7.968, 'mode': 0, 'speechiness': 0.0504, 'acousticness': 0.138, 'instrumentalness': 2.42e-06, 'liveness': 0.0962, 'valence': 0.545, 'tempo': 136.932, 'type': 'audio_features', 'id': '0Qslprz7A7bU2pcEuqGcX7', 'uri': 'spotify:track:0Qslprz7A7bU2pcEuqGcX7', 'track_href': 'https://api.spotify.com/v1/tracks/0Qslprz7A7bU2pcEuqGcX7', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0Qslprz7A7bU2pcEuqGcX7', 'duration_ms': 332640, 'time_signature': 4}"
98,"{'danceability': 0.678, 'energy': 0.525, 'key': 5, 'loudness': -8.321, 'mode': 1, 'speechiness': 0.0469, 'acousticness': 0.394, 'instrumentalness': 4.47e-05, 'liveness': 0.083, 'valence': 0.457, 'tempo': 110.021, 'type': 'audio_features', 'id': '4LgzTZVRBjafrIHHPrGXIE', 'uri': 'spotify:track:4LgzTZVRBjafrIHHPrGXIE', 'track_href': 'https://api.spotify.com/v1/tracks/4LgzTZVRBjafrIHHPrGXIE', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4LgzTZVRBjafrIHHPrGXIE', 'duration_ms': 179267, 'time_signature': 4}"
